% Learning Challenge  -  Dataset ARFF-Export
% ==========================================
%
% Dataset: c_Rings
% Subset:  test
%
%
% Dataset Characteristics
% -----------------------
% dimensions:                  3
% number of training points:   0
% number of test points:       500
% number of validation points: 500
% number of classes:           2

@RELATION "c_Rings--test"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC

@ATTRIBUTE class { 0 }

@DATA
0.976690640418,-0.101374716695,0,0
1.11431172464,0.0852680069541,0,0
0.983750510344,0.0458957632926,0,0
1.1064434533,0.170653969043,0,0
1.07354342762,0.0876937421384,0,0
1.02330331842,0.148884647255,0,0
1.02346743086,0.141767437558,0,0
0.946206541573,0.148278614461,0,0
1.00947926514,0.189746960976,0,0
0.997027845759,0.202559266129,0,0
0.992653530403,0.214386353262,0,0
1.028952117,0.352731657552,0,0
0.900907531886,0.260625270636,0,0
0.920692196101,0.341752448524,0,0
0.877845623571,0.292779531881,0,0
0.843471185436,0.322705766419,0,0
0.906210678775,0.37487665924,0,0
0.903289513782,0.390844997824,0,0
0.941544433774,0.476943628306,0,0
0.811811223377,0.46374779113,0,0
0.926391536103,0.433409190821,0,0
0.784788428811,0.466287912319,0,0
0.823564089802,0.510027232707,0,0
0.815376641067,0.569523593189,0,0
0.730854206612,0.565525428116,0,0
0.817725341887,0.653047972163,0,0
0.699300928072,0.540990861355,0,0
0.777498474954,0.710474163387,0,0
0.715958255602,0.671739349232,0,0
0.754556465151,0.713122738012,0,0
0.779710760809,0.697771285523,0,0
0.742376745693,0.727158600213,0,0
0.772000774076,0.67463729543,0,0
0.603036230658,0.698615043499,0,0
0.55576550739,0.77920372982,0,0
0.65732929051,0.798258866772,0,0
0.584537952235,0.822460644694,0,0
0.623930293262,0.798278109204,0,0
0.502907121837,0.774091448538,0,0
0.5675425862,0.808439192942,0,0
0.390418030877,0.796693591942,0,0
0.484921228195,0.921225450504,0,0
0.49830659873,0.834083725813,0,0
0.4926873552,0.849165507452,0,0
0.498899343623,0.844557603789,0,0
0.46953919204,0.829353433817,0,0
